"","Trial_Nr","Trial_Id","Task_Name","Exp_Subject_Id","timestamp","list","Frequency","x","y","time","conf","time_diff"
"55666",21,16,"sentence",956295,1721915081811,"B","low",526.193690299988,416.772162914276,564.400146484375,1,31.900146484375
"55667",21,16,"sentence",956295,1721915081837,"B","low",578.814387321472,419.969341158867,596.5,1,32.099853515625
"55668",21,16,"sentence",956295,1721915081877,"B","low",576.222240924835,414.867958426476,628.7001953125,1,32.2001953125
"55669",21,16,"sentence",956295,1721915081905,"B","low",581.67530298233,403.003549575806,661,1,32.2998046875
"55670",21,16,"sentence",956295,1721915081946,"B","low",307.429599761963,514.603292942047,692.5,1,31.5
"55671",21,16,"sentence",956295,1721915081979,"B","low",364.372491836548,486.954933404922,724.800048828125,1,32.300048828125
"55672",21,16,"sentence",956295,1721915082010,"B","low",341.052675247192,461.661747097969,756.5,1,31.699951171875
"55673",21,16,"sentence",956295,1721915082043,"B","low",333.173394203186,486.660128831863,788.5,1,32
"55674",21,16,"sentence",956295,1721915082075,"B","low",301.5380859375,512.187874317169,820.400146484375,1,31.900146484375
"55675",21,16,"sentence",956295,1721915082104,"B","low",159.23228263855,457.359617948532,852.60009765625,1,32.199951171875
"55676",21,16,"sentence",956295,1721915082145,"B","low",698.125982284546,440.08052945137,884.400146484375,0,31.800048828125
"55677",21,16,"sentence",956295,1721915082186,"B","low",609.553527832031,323.893865942955,932.400146484375,0,48
"55678",21,16,"sentence",956295,1721915082212,"B","low",461.824154853821,477.61452794075,964.400146484375,0,32
"55679",21,16,"sentence",956295,1721915082245,"B","low",52.6246547698975,252.519389986992,996.5,0,32.099853515625
"55680",21,16,"sentence",956295,1721915090927,"B","low",593.265044689178,602.696096897125,9684.40014648438,0.986900048334111,8687.90014648438
"55681",21,16,"sentence",956295,1721915090952,"B","low",609.310626983643,593.054032325745,9716.5,0.940023613001646,32.099853515625
"55682",21,16,"sentence",956295,1721915090987,"B","low",615.689468383789,551.013952493668,9748.60009765625,0.954875729243963,32.10009765625
"55683",21,16,"sentence",956295,1721915091023,"B","low",606.178665161133,564.77335691452,9780.40014648438,0.985987665501522,31.800048828125
"55684",21,16,"sentence",956295,1721915091053,"B","low",620.781707763672,543.710714578629,9812.60009765625,1,32.199951171875
"55685",21,16,"sentence",956295,1721915091087,"B","low",619.485521316528,601.707196235657,9844.5,0.981706497979445,31.89990234375
"55686",21,16,"sentence",956295,1721915091125,"B","low",647.766804695129,598.050600290298,9876.5,1,32
"55687",21,16,"sentence",956295,1721915091150,"B","low",626.386332511902,592.964863777161,9908.5,1,32
"55688",21,16,"sentence",956295,1721915091182,"B","low",612.618899345398,552.016443014145,9940.5,0.946462616451565,32
"55689",21,16,"sentence",956295,1721915091210,"B","low",420.070672035217,581.567770242691,9988.40014648438,1,47.900146484375
"55690",21,16,"sentence",956295,1721915091244,"B","low",381.39500617981,526.572263240814,10020.4001464844,0.9846517280073,32
"55691",21,16,"sentence",956295,1721915091278,"B","low",382.860493659973,356.179869174957,10052.4001464844,0.759989504881864,32
"55692",21,16,"sentence",956295,1721915091319,"B","low",303.455877304077,519.943064451218,10084.5,1,32.099853515625
"55693",21,16,"sentence",956295,1721915091345,"B","low",346.094942092896,430.774217844009,10116.4001464844,1,31.900146484375
"55694",21,16,"sentence",956295,1721915091378,"B","low",286.717414855957,311.716689169407,10148.5,1,32.099853515625
"55695",21,16,"sentence",956295,1721915091412,"B","low",292.705774307251,375.435745716095,10180.5,1,32
